ID,Label,Label_Confidence
856042233,Neutral,1.0
904934171,Neutral,0.6602
191496331,Negative,0.7588
943925787,Highly negative,0.6731
146422661,Neutral,0.6648
961942328,Negative,0.3377
642121767,Positive,0.8002
473772561,Positive,0.6645
432839994,Positive,0.6715
421603497,Negative,0.3356
496551862,Positive,0.6698
905258757,Neutral,0.6666
273629826,Positive,1.0
963791049,Positive,0.3413
306465806,Positive,0.6648
884061695,Positive,1.0
924241982,Positive,0.6709
285509887,Neutral,0.6737
814732950,Positive,1.0
408027471,Positive,0.84
986488591,Neutral,1.0
614748061,Positive,1.0
189711846,Positive,0.6606
948054937,Negative,0.337
883349706,Positive,1.0
572791127,Positive,1.0
855825064,Positive,1.0
236931866,Negative,0.6626
802464471,Negative,0.3387
885427677,Positive,0.6678
175166223,Positive,0.6728
451201448,Highly negative,0.6657
414336092,Positive,1.0
852042127,Positive,1.0
659269904,Positive,0.6722
201376796,Negative,0.3427
357947481,Positive,0.6643
681682674,Neutral,0.6614
588951584,Positive,0.6684
484983582,Positive,0.659
196721108,Positive,1.0
706004989,Positive,0.6766
585797182,Positive,1.0
228693016,Negative,0.6621
423150779,Positive,0.665
634142751,Positive,0.6679
356362920,Positive,0.3375
150650365,Positive,0.3365
634037265,Neutral,1.0
557354805,Positive,1.0
257755486,Negative,0.672
697685902,Positive,0.6632
136036949,Positive,0.6755
576883047,Highly negative,0.6633
950314991,Negative,0.3407
693812130,Neutral,0.6638
963295902,Neutral,0.6625
592463579,Positive,0.6658
113886165,Positive,0.6673
369232739,Negative,1.0
567914602,Positive,0.6779
539756161,Negative,0.6746
968373954,Positive,0.6833
279528545,Neutral,1.0
259668721,Positive,1.0
700776975,Positive,0.763
712118764,Positive,0.6709999999999999
461454011,Positive,0.6679999999999999
974537039,Positive,1.0
745492990,Neutral,0.6679999999999999
277761774,Positive,1.0
667653444,Positive,1.0
897072406,Positive,1.0
113838375,Negative,0.3379
585239760,Negative,0.6621
858795871,Positive,0.6688
687343141,Neutral,0.3406
511464620,Positive,0.669
348476750,Positive,0.3368
689822340,Positive,1.0
497795337,Positive,1.0
726446816,Positive,0.6576
873731778,Positive,0.6669
184105261,Positive,0.67
870518090,Positive,0.6715
557982537,Negative,0.675
434882362,Positive,0.6613
508174075,Neutral,1.0
837767802,Positive,1.0
909564324,Positive,0.6635
578126664,Negative,0.5578
491082373,Negative,0.6679999999999999
900368164,Negative,0.669
188092382,Negative,0.6709999999999999
421143840,Positive,1.0
198193155,Positive,0.3333
701083362,Negative,0.6674
671550573,Positive,1.0
407541886,Highly positive,0.6735
616813970,Negative,1.0
344657600,Negative,0.6651
243025866,Positive,0.6645
362853537,Positive,0.6627
409666176,Positive,0.6424
463216897,Positive,0.67
647189901,Neutral,0.6548
895014933,Negative,0.3351
114066169,Negative,0.6394
531313795,Positive,1.0
117778939,Neutral,0.6617
162366997,Positive,0.6565
884486323,Negative,0.662
541726982,Positive,0.6615
713796697,Negative,1.0
389272530,Negative,1.0
427698696,Negative,0.6622
161093578,Positive,1.0
499662520,Positive,0.6733
224310556,Neutral,0.6597
155201647,Negative,0.3388
378295811,Positive,1.0
779597459,Negative,0.6602
136203725,Positive,0.6675
286461628,Negative,0.6669
501963051,Neutral,0.6648
148252774,Positive,0.3368
749262052,Negative,1.0
477989531,Positive,1.0
494556250,Positive,0.6702
963693119,Negative,1.0
402575471,Positive,1.0
471564974,Negative,0.8045
551991378,Positive,0.6691
756172214,Positive,1.0
408339082,Positive,0.6638
342993756,Positive,0.6694
425568508,Highly positive,0.6631
345626942,Positive,1.0
861183756,Positive,0.6721
711306693,Neutral,0.6684
854861379,Positive,0.3421
545263689,Positive,1.0
489866292,Positive,0.6681
266510190,Negative,0.6678
141892257,Positive,0.6597
392202264,Positive,0.6683
742426531,Positive,1.0
575481118,Neutral,1.0
414666929,Negative,0.3355
438643133,Highly negative,0.3371
284007749,Positive,1.0
602576824,Positive,0.6742
321489907,Highly negative,0.3345
914699809,Positive,1.0
511785667,Positive,0.6659
540547674,Positive,0.6582
258218929,Negative,0.665
908406571,Highly positive,0.6662
530912349,Negative,1.0
941031651,Positive,0.7657
214975581,Positive,0.6708
234769743,Positive,1.0
453660339,Positive,1.0
405034002,Positive,1.0
371830342,Positive,1.0
289029898,Negative,0.3374
215302810,Neutral,0.6622
252715768,Positive,0.6665
556074012,Highly positive,0.6663
907031093,Positive,0.6705
445124956,Positive,1.0
427673247,Positive,0.6812
693440432,Positive,1.0
532300363,Neutral,0.6624
839833450,Positive,0.3369
292276824,Negative,0.6622
266093963,Positive,1.0
411386837,Positive,0.6745
707825084,Positive,1.0
872762054,Positive,1.0
655797347,Negative,0.6789
120574436,Positive,0.6645
749193519,Neutral,0.6442
237995804,Positive,1.0
182892448,Positive,0.6805
169753725,Positive,0.6629999999999999
325562452,Positive,1.0
150445339,Positive,1.0
166658401,Negative,0.5182
291711340,Positive,0.6576
995891427,Positive,1.0
812258427,Positive,0.6625
400788242,Positive,1.0
576270830,Positive,0.6704
127029067,Positive,1.0
735283495,Negative,0.3357
941042839,Highly positive,0.3385
738957116,Positive,0.6648
940946358,Positive,1.0
204808790,Highly positive,0.3347
481891655,Positive,0.6805
295130676,Neutral,1.0
251444609,Negative,1.0
135865093,Positive,0.6696
314393739,Positive,0.6636
141659182,Neutral,0.6578
277005005,Positive,0.6647
230003212,Positive,1.0
218409127,Negative,1.0
794633061,Neutral,0.6665
119618659,Negative,0.3439
398557416,Negative,0.7997
639932825,Negative,0.6622
440011848,Neutral,0.6609999999999999
877277250,Positive,0.6735
899551795,Positive,0.3361
870752704,Positive,1.0
845779173,Positive,0.6664
298634143,Neutral,0.6749
414040128,Neutral,0.6647
347032332,Positive,0.6645
237338904,Positive,0.6018
866074428,Positive,1.0
268129435,Negative,0.6629999999999999
291996020,Negative,0.5248
299775721,Positive,1.0
588095539,Neutral,1.0
808657199,Highly negative,0.3351
936940632,Positive,0.6728
837835073,Positive,1.0
736200329,Negative,0.3361
380666710,Positive,0.7201
137627471,Negative,0.6656
820230533,Positive,0.6612
644796307,Positive,1.0
930402642,Negative,1.0
403219797,Neutral,1.0
737873670,Positive,0.6622
640561814,Positive,0.6686
975188383,Positive,0.6646
163390886,Negative,0.6682
411848897,Positive,1.0
139535671,Highly positive,0.3416
701377959,Neutral,0.6695
946147233,Neutral,0.6632
337098384,Highly negative,0.6649
850581523,Positive,0.6589
455749315,Positive,1.0
446803239,Negative,0.6611
496453718,Positive,0.6671
783944990,Positive,0.6653
947081538,Neutral,0.6593
914113018,Positive,0.3386
721847443,Positive,0.6601
772102293,Positive,0.6622
154425993,Positive,0.6616
278237598,Highly positive,1.0
622995828,Neutral,0.665
334007856,Positive,1.0
276218908,Positive,0.6655
966034521,Positive,0.6666
937864244,Negative,0.6664
870008104,Positive,1.0
310299043,Neutral,0.3349
705412767,Neutral,1.0
863979566,Positive,1.0
939629070,Neutral,0.6634
445071673,Highly positive,0.6741
657447324,Negative,0.6625
875975240,Negative,1.0
969428056,Positive,1.0
674435393,Positive,1.0
365700169,Positive,0.6666
830147183,Positive,0.3363
623137018,Negative,0.6606
900537804,Positive,0.6646
483279241,Positive,1.0
822853161,Negative,0.6699
907913371,Neutral,0.6666
351018426,Positive,0.6771
202391000,Positive,1.0
188892156,Neutral,1.0
152805818,Positive,0.672
745456369,Positive,0.6811
880843312,Positive,1.0
708728619,Positive,0.6687
453381918,Positive,0.6724
289453888,Highly positive,0.6629
503649709,Negative,1.0
565860658,Positive,0.675
657130416,Positive,0.6418
829996358,Negative,0.6705
367153145,Neutral,0.6675
266483742,Positive,0.6693
571361854,Positive,0.6722
990681469,Negative,0.3408
402953590,Positive,0.6701
153717786,Positive,0.3349
557721544,Neutral,0.6775
856705506,Positive,0.6605
756329944,Positive,1.0
781507381,Neutral,0.3391
794235989,Negative,0.6661
907444267,Positive,0.6382
981129777,Highly positive,0.6715
313205315,Negative,0.6636
749348097,Positive,0.6657
419962370,Positive,1.0
368483484,Positive,0.6626
227751409,Positive,0.6678
876523030,Neutral,0.659
193501096,Neutral,0.6559
810473147,Positive,0.6679999999999999
694158501,Positive,0.3385
446208420,Positive,0.6678
155404821,Neutral,0.664
195939221,Negative,0.3345
747818684,Neutral,1.0
635830719,Positive,0.7305
207933615,Negative,0.3354
798694248,Positive,0.6643
154439562,Positive,1.0
780097017,Neutral,0.6788
625945523,Positive,1.0
618702150,Positive,0.6613
541965221,Positive,0.6605
430774674,Positive,1.0
588681601,Positive,1.0
127477976,Positive,0.6974
310676245,Positive,1.0
398598907,Neutral,0.6581
469157386,Positive,1.0
843299947,Positive,0.6624
855875537,Negative,0.6616
421577479,Positive,0.6766
749286824,Negative,1.0
149665379,Positive,1.0
679850985,Neutral,0.6545
429371682,Negative,1.0
781326064,Positive,1.0
167971457,Positive,0.6785
360396781,Positive,1.0
290904721,Positive,0.6773
576533346,Positive,1.0
942543881,Positive,1.0
449751703,Negative,1.0
374309430,Positive,0.6434
663171229,Positive,1.0
374506033,Negative,0.5598
281777246,Positive,0.6716
933341504,Positive,1.0
303698472,Neutral,0.6607
213668840,Positive,0.6748
190591889,Positive,0.6727
342559339,Neutral,0.3347
344345639,Positive,0.6678
180724350,Neutral,0.6615
278712754,Negative,0.6653
989941953,Positive,1.0
162833469,Neutral,0.6593
136001454,Negative,1.0
597766588,Positive,1.0
291836396,Positive,1.0
702318673,Positive,1.0
896748227,Neutral,0.6609999999999999
596347642,Positive,0.6688
729304867,Negative,0.6669
266126116,Neutral,1.0
582593371,Positive,1.0
264668379,Positive,0.6822
168462965,Negative,0.6688
925379401,Positive,0.6583
384162626,Positive,0.6629
995151488,Positive,1.0
281487118,Negative,0.3356
290173770,Positive,0.6707
867456310,Negative,0.3382
421794253,Positive,0.6647
840349406,Neutral,0.6635
723850289,Positive,0.6678
625806014,Positive,0.6659
789709617,Highly positive,0.5199
805981753,Positive,0.6666
617528489,Neutral,1.0
777587530,Positive,1.0
376619112,Highly negative,0.338
876265348,Positive,1.0
277103368,Positive,0.6605
861879568,Highly positive,0.6606
212765061,Negative,1.0
532985480,Positive,0.6677
387240024,Positive,0.6612
462476962,Positive,1.0
762199903,Negative,0.6758
490774473,Negative,0.6651
573478724,Positive,0.6692
457907642,Positive,0.6679
533569249,Positive,0.6579999999999999
854440807,Positive,0.6632
842211863,Positive,0.6512
142162562,Negative,0.6602
432907039,Positive,0.6654
531280273,Positive,0.6679
333355691,Positive,1.0
222173154,Positive,1.0
789590497,Positive,1.0
954809450,Neutral,0.6759999999999999
644405230,Negative,0.6713
204520996,Highly negative,0.6755
566605436,Positive,0.6674
628107829,Neutral,0.6683
668152884,Positive,1.0
654755045,Positive,1.0
834966484,Neutral,0.6709999999999999
443485189,Positive,0.6696
512379848,Negative,0.3354
293977540,Positive,1.0
441635078,Negative,1.0
508582457,Positive,1.0
902989198,Neutral,0.6554
313341874,Positive,1.0
837008546,Neutral,0.3354
457318765,Positive,0.6789
699840095,Positive,1.0
621459591,Neutral,1.0
193151087,Positive,0.6649
470109499,Neutral,0.3351
161886311,Neutral,0.6601
367838007,Positive,0.6695
737367992,Positive,1.0
931516906,Positive,0.6638
773268460,Positive,0.3408
342317356,Positive,0.6671
596645291,Positive,1.0
698221465,Negative,0.7602
140564382,Positive,0.6633
724188024,Positive,0.6831
124653738,Positive,0.6631
180082638,Positive,0.6712
307383973,Negative,0.6769
226733152,Highly negative,0.6694
437880942,Negative,0.3386
535337417,Negative,0.338
765844262,Negative,0.6704
675727430,Negative,0.6686
182496631,Positive,1.0
204951973,Positive,1.0
662278956,Neutral,0.6636
699485169,Positive,1.0
455446315,Positive,0.3367
544223518,Positive,0.6672
929846741,Positive,1.0
232365996,Positive,0.6738
971095761,Negative,0.3361
573692457,Negative,0.6655
237181992,Negative,1.0
386763997,Negative,0.3366
650880356,Neutral,0.6663
886426348,Positive,0.6676
465806527,Positive,0.6707
608351175,Negative,0.3365
831864333,Negative,0.6704
747046667,Positive,1.0
686445959,Positive,0.6669
981048390,Positive,0.669
763602089,Neutral,0.6602
555430220,Positive,1.0
359667777,Positive,1.0
288659903,Neutral,0.6657
732309860,Positive,0.3401
458326900,Negative,0.5163
755700719,Negative,1.0
762518339,Positive,0.6689
438870939,Positive,1.0
724965443,Positive,0.6693
797429399,Positive,1.0
786584734,Positive,1.0
438337812,Positive,0.8789
655530320,Highly negative,0.3381
601170422,Positive,1.0
516002746,Negative,1.0
183150309,Neutral,0.665
315987555,Positive,0.6596
125770040,Positive,1.0
315368917,Positive,0.6759999999999999
602254056,Positive,1.0
948942841,Positive,1.0
226066921,Positive,0.7615
784929149,Positive,0.672
116760073,Positive,0.3457
121017546,Positive,1.0
794110364,Positive,0.6628
217547112,Highly positive,0.521
603737350,Neutral,1.0
323963572,Negative,1.0
436971619,Positive,0.6657
609033056,Positive,0.6713
980670706,Neutral,0.6648
618403601,Neutral,0.6702
934365492,Positive,1.0
315281392,Positive,0.6726
774604728,Positive,0.6639
683158230,Positive,1.0
325845803,Positive,0.7228
177116648,Positive,1.0
498260417,Negative,1.0
469409678,Positive,0.6616
408885765,Positive,0.667
955501530,Positive,0.6666
488911950,Positive,1.0
658321117,Positive,1.0
472041859,Positive,0.6633
532789077,Negative,0.6706
197149477,Positive,0.6655
211077055,Positive,0.6716
364126481,Positive,0.6648
343977914,Neutral,0.6723
264900956,Neutral,0.6617
878450131,Negative,0.6688
262682450,Positive,1.0
785464650,Negative,0.6636
444938612,Negative,0.3416
774818835,Positive,1.0
751878515,Positive,1.0
641911108,Positive,0.682
207243897,Neutral,1.0
533529226,Negative,0.684
224024879,Positive,0.6807
927447080,Positive,0.6814
151784599,Positive,0.669
581126904,Positive,1.0
515089728,Positive,0.6662
650364265,Positive,0.6645
754498534,Positive,0.667
440420983,Neutral,0.6672
446863391,Highly negative,0.3391
870548341,Positive,0.5956
342635816,Positive,0.336
624761791,Positive,0.662
467214159,Negative,0.6598
119379843,Positive,0.6663
711342850,Positive,0.6661
248694683,Positive,0.6616
284296214,Negative,0.6637
690946053,Positive,0.6458
356752097,Highly positive,0.6622
673003696,Positive,0.6807
737393151,Positive,0.6728
452201260,Neutral,0.6602
649903279,Positive,0.6684
908219840,Neutral,1.0
683027782,Negative,0.338
764552813,Positive,0.6686
653701928,Positive,1.0
207369796,Positive,0.6759999999999999
772126203,Negative,0.6662
920323475,Negative,0.6624
268878559,Neutral,0.672
919650152,Positive,0.6702
527050271,Neutral,0.6618
317764652,Neutral,0.6661
243357084,Negative,1.0
657204916,Negative,1.0
245008401,Positive,0.6648
792887781,Positive,0.799
642830949,Neutral,0.6607
854953726,Neutral,1.0
627740837,Positive,1.0
392809473,Neutral,0.3408
158055077,Highly negative,0.6606
807507017,Positive,1.0
184878091,Positive,1.0
169687747,Positive,0.6594
527179598,Positive,0.6713
138483598,Positive,0.6641
892619487,Positive,0.6649
641607685,Negative,0.3399
904303111,Positive,1.0
226938292,Positive,0.3346
726018028,Positive,1.0
852761082,Positive,0.3391
838740564,Neutral,1.0
308971639,Positive,0.6744
211424798,Positive,0.6601
558088825,Highly positive,0.6686
419670327,Positive,0.6734
170660817,Neutral,0.6759999999999999
643251117,Positive,0.6737
625745077,Positive,1.0
383128675,Neutral,0.6758
267505534,Negative,1.0
746848555,Highly positive,0.5594
583344780,Positive,1.0
497731256,Negative,0.6683
508920476,Negative,0.6036
908597618,Positive,0.6697
811022539,Positive,0.6685
756008386,Highly negative,0.3423
555916560,Neutral,0.6561
370421591,Neutral,0.6686
466617352,Highly positive,0.6674
947756068,Neutral,0.6707
565976079,Neutral,0.6759999999999999
218304630,Positive,1.0
912667959,Positive,0.3386
490291898,Negative,0.6689
247726351,Negative,0.7582
169954554,Positive,1.0
277976836,Neutral,0.3376
561451115,Positive,0.6781
252454246,Positive,0.6721
719331883,Highly negative,0.3398
243341295,Positive,0.6662
113940293,Positive,0.6609999999999999
391714271,Positive,1.0
191335097,Positive,0.3407
818709497,Negative,0.6613
801135200,Neutral,0.6623
222898980,Highly positive,0.6673
130220723,Negative,0.6839
655600699,Highly negative,0.6657
251284603,Positive,0.6607
467717897,Negative,0.6821
860555618,Negative,1.0
320871328,Positive,1.0
484311388,Negative,0.7585
649365020,Positive,1.0
121884647,Positive,0.6667
233227934,Positive,1.0
967228553,Neutral,0.6562
507609857,Negative,0.6783
518996136,Positive,0.6645
758036648,Positive,0.6728
906744778,Positive,0.6661
730966842,Positive,1.0
654066526,Positive,1.0
151619814,Positive,1.0
574936085,Positive,0.6641
340100301,Positive,0.6653
585811051,Positive,0.6703
206114782,Positive,1.0
712156085,Positive,1.0
977590734,Negative,0.6622
256263907,Positive,0.6637
913332154,Positive,0.6691
808538031,Neutral,0.6666
877560041,Negative,0.8417
155296925,Neutral,0.6711
166301930,Positive,1.0
181373045,Positive,1.0
534493035,Negative,0.3342
653348592,Positive,0.6646
978728925,Positive,1.0
902598199,Positive,1.0
311902806,Positive,1.0
498671609,Negative,0.6687
303924335,Neutral,0.3395
714675489,Positive,0.6576
173915908,Positive,1.0
132252930,Positive,0.6676
292669970,Neutral,0.6713
948132700,Negative,0.6646
494516959,Positive,0.6622
675002194,Positive,0.6652
857575380,Positive,1.0
563842548,Positive,0.6605
924931086,Positive,1.0
344538089,Positive,0.6612
753933724,Negative,0.6739
394021388,Positive,1.0
116177766,Positive,0.6902
758711403,Positive,0.6672
197244694,Neutral,1.0
377542845,Positive,1.0
770704995,Positive,1.0
375441228,Positive,0.6659999999999999
285678069,Highly positive,0.3382
453035725,Negative,0.3406
817708024,Negative,0.3363
216212208,Negative,0.6657
636689316,Negative,1.0
154437257,Positive,1.0
454263094,Highly negative,0.5995
891831807,Positive,0.6712
974202238,Positive,1.0
907580813,Positive,1.0
526210876,Positive,0.6565
239418074,Positive,1.0
444747151,Positive,0.6638
931351522,Positive,0.6715
732369982,Positive,1.0
895428990,Positive,0.6663
644684581,Positive,1.0
305760255,Positive,1.0
280696388,Positive,1.0
117330952,Neutral,0.6655
838405971,Positive,1.0
752601131,Neutral,0.3409
615204162,Positive,1.0
864802165,Negative,1.0
859159176,Positive,1.0
281658306,Negative,0.3379
892285898,Positive,1.0
754619226,Positive,0.6816
498948458,Positive,0.6705
579340552,Neutral,0.6626
930067082,Positive,1.0
119429037,Positive,1.0
135372604,Positive,1.0
534885400,Negative,0.6743
805783363,Positive,0.6673
516044913,Positive,1.0
796833267,Positive,0.6665
923600048,Positive,1.0
817216619,Positive,0.3385
304197291,Positive,1.0
570404863,Negative,0.6683
493665324,Positive,1.0
487704763,Neutral,0.6611
314907091,Positive,0.6679999999999999
189635343,Positive,0.68
448432038,Neutral,0.6719
693702014,Positive,0.3351
711819541,Positive,0.6427
511627868,Negative,0.6648
185996844,Positive,0.6628
874127486,Positive,0.6721
508333764,Positive,0.6621
686466410,Positive,0.6658
592228500,Positive,1.0
514797726,Positive,0.3415
687061349,Positive,1.0
134775538,Highly negative,0.6794
885162520,Positive,0.6811
484715180,Positive,0.6722
424816028,Negative,0.6575
238195368,Positive,1.0
667865537,Neutral,0.6685
787034791,Positive,0.6648
335725953,Neutral,0.6637
339185693,Highly positive,0.3409
406967052,Highly positive,0.6569
545951000,Neutral,0.6504
582138191,Positive,0.6589
179081705,Positive,0.6609999999999999
643548782,Positive,1.0
296763398,Highly negative,0.338
762728014,Positive,0.6713
211911637,Positive,0.5198
128274055,Positive,1.0
824679081,Negative,0.6627
466060071,Highly negative,0.5604
374692598,Negative,0.6673
698759340,Positive,1.0
172793971,Positive,0.6759999999999999
116411384,Positive,1.0
323912035,Positive,0.5181
920327947,Positive,0.6665
630333092,Positive,0.3358
143952419,Positive,0.6647
331387388,Positive,0.6615
773507550,Positive,0.6591
658056263,Positive,0.6708
719260820,Positive,0.6564
221744327,Positive,0.6719
964271148,Positive,0.6762
647224082,Highly positive,0.3341
170634827,Positive,1.0
390222575,Positive,0.3405
708396578,Positive,1.0
276955840,Highly positive,0.5592
454922398,Positive,1.0
894357309,Negative,0.6756
346259941,Negative,0.5188
795855577,Positive,1.0
785698661,Positive,0.675
452606160,Positive,0.6759999999999999
997433935,Positive,0.6616
702777543,Positive,0.6794
343943075,Negative,0.3388
530524171,Neutral,0.6552
463755901,Neutral,0.6719
385664196,Positive,0.6693
264609953,Negative,0.6759999999999999
572692457,Positive,1.0
613760513,Negative,0.6637
929910564,Positive,0.6668
399585121,Positive,0.6697
199968526,Positive,1.0
523154501,Neutral,1.0
774917329,Positive,1.0
376183419,Positive,0.6647
143397330,Positive,0.3386
557563401,Positive,1.0
543103965,Positive,0.6661
841948708,Neutral,1.0
605633861,Positive,1.0
411097818,Positive,0.6676
492412369,Neutral,0.6638
669584995,Neutral,0.6625
892177232,Positive,1.0
128010173,Positive,1.0
304263047,Neutral,0.6656
273011807,Positive,0.6678
471552915,Positive,0.6633
289703309,Positive,1.0
585972638,Positive,0.6637
338313744,Negative,0.6654
135977776,Negative,0.6729999999999999
995889274,Positive,1.0
392185770,Positive,0.6633
115850308,Neutral,0.6587
338343602,Neutral,1.0
441964827,Positive,0.6679999999999999
141592399,Neutral,0.6609
399871555,Positive,1.0
190398985,Positive,0.6699
379098022,Neutral,0.6586
788302592,Positive,1.0
316063321,Positive,0.6695
802314275,Neutral,0.6636
660999178,Negative,0.6695
781929295,Highly positive,0.6648
483629180,Positive,1.0
563196133,Positive,1.0
789950964,Neutral,0.6567
704664996,Neutral,0.3347
737761630,Positive,0.6665
950701161,Neutral,0.6571
497688727,Neutral,0.6689
795884300,Negative,0.6597
727594250,Neutral,0.3404
875441924,Neutral,0.3371
252875322,Neutral,1.0
968448833,Negative,0.6696
373138980,Positive,0.6724
475510161,Positive,1.0
421799489,Negative,0.6622
406466124,Neutral,1.0
961257774,Positive,0.3362
814521642,Neutral,0.6697
185578762,Neutral,0.6648
601437402,Highly positive,0.6773
294749961,Neutral,0.3342
507659386,Positive,1.0
876557063,Positive,0.6624
622766765,Positive,0.6631
223984628,Neutral,0.6621
390632114,Positive,0.6626
582233778,Positive,0.6674
268110613,Positive,1.0
216510280,Negative,0.6701
606621804,Positive,0.6728
598068262,Positive,1.0
716721859,Positive,1.0
881601313,Neutral,0.3434
940970539,Positive,0.6619
327648241,Positive,0.3361
711317039,Positive,1.0
144938164,Positive,0.3363
811402792,Positive,1.0
683890864,Positive,0.6759999999999999
810167383,Negative,1.0
339084979,Neutral,0.6674
863348821,Positive,1.0
935106816,Positive,0.6686
549061813,Neutral,0.6488
943067596,Positive,0.6755
477036862,Negative,0.6751
387160960,Positive,0.6645
176664934,Positive,0.6686
764295403,Positive,1.0
961679872,Positive,1.0
213363711,Neutral,0.6684
275622055,Positive,0.6727
756136365,Negative,1.0
721428489,Positive,0.6715
465553118,Positive,0.3392
293614353,Neutral,0.6726
731557523,Positive,1.0
306055019,Neutral,0.6689
154220705,Neutral,1.0
695185229,Positive,0.6735
426496371,Positive,0.6615
616107361,Positive,1.0
625842563,Positive,0.3382
475437060,Negative,0.6729
929438617,Negative,0.6758
315930851,Negative,0.6696
843392373,Positive,0.6685
252378240,Negative,1.0
201470224,Positive,1.0
676573966,Positive,0.677
420650880,Positive,0.6658
549532982,Positive,0.6645
802239178,Neutral,0.6556
981092846,Positive,1.0
700857771,Negative,0.67
297903910,Highly positive,0.338
213164030,Positive,0.3395
301344602,Positive,1.0
179385072,Neutral,0.6714
736204139,Neutral,0.6632
960747128,Positive,0.6709999999999999
179918675,Positive,0.6655
765712413,Negative,0.3452
336299055,Positive,0.6595
410428554,Positive,0.6762
345495895,Highly positive,0.6722
709078124,Positive,1.0
942121976,Positive,1.0
673858107,Positive,1.0
749242282,Neutral,0.6592
539021573,Positive,0.6715
273860278,Positive,1.0
225254658,Positive,1.0
650620421,Positive,1.0
814011462,Neutral,0.6526
730179540,Positive,0.6735
593038347,Neutral,1.0
982404636,Positive,0.6665
775731270,Negative,0.3368
548899422,Neutral,0.6679
957296755,Negative,1.0
220939426,Positive,0.6687
544805938,Positive,0.6668
677848653,Positive,1.0
587476623,Positive,1.0
577903828,Positive,0.6679
864003834,Positive,0.6674
830414131,Neutral,0.6609999999999999
148261556,Positive,0.6699
160158428,Neutral,0.6615
142808176,Positive,0.6662
119290882,Positive,0.6722
671694550,Positive,1.0
846824820,Neutral,0.6738
618779785,Positive,0.3404
432911003,Positive,1.0
697840319,Positive,1.0
909848132,Positive,0.6698
313285441,Negative,0.6633
421201406,Positive,0.6681
165956812,Positive,1.0
387106992,Positive,1.0
193765845,Positive,0.6806
241677507,Positive,1.0
785194008,Positive,1.0
716548572,Neutral,1.0
532597242,Positive,0.6649
706584819,Positive,0.6685
919479203,Positive,0.6617
146749331,Positive,0.6648
476303930,Negative,0.68
546946731,Positive,1.0
883993793,Positive,0.6632
557634951,Neutral,0.6583
471761341,Negative,0.6389
527971946,Negative,0.3361
421082678,Neutral,0.3434
477790642,Positive,0.5989
938686970,Positive,0.6672
946117019,Neutral,0.6684
450791899,Positive,0.6605
266132098,Positive,1.0
802357729,Positive,0.7238
944416235,Positive,1.0
925078155,Positive,0.6686
978885565,Positive,0.6652
716518276,Positive,0.6749
197416568,Positive,1.0
811532333,Positive,0.5609
362292587,Positive,1.0
564270624,Positive,1.0
526294922,Neutral,0.6669
433310075,Positive,0.3351
257663372,Positive,1.0
287576240,Positive,1.0
562412250,Positive,1.0
345330614,Neutral,0.6635
569217483,Positive,0.6696
754648869,Neutral,0.6659999999999999
892313740,Neutral,0.6699
961002439,Positive,0.6683
946176117,Positive,0.6409
739025890,Positive,0.6659
350814471,Positive,0.8404
338014223,Neutral,0.3371
199508688,Positive,1.0
473072800,Positive,1.0
226495307,Positive,1.0
660392952,Positive,1.0
112042424,Positive,1.0
927710714,Negative,0.665
336042653,Positive,0.665
810397665,Positive,1.0
403492002,Neutral,0.6614
557209103,Positive,0.3423
636159579,Positive,0.6758
325205945,Positive,0.3365
664943336,Positive,0.6696
490475912,Neutral,0.6742
714627368,Positive,0.6725
384860373,Positive,0.6788
112959322,Positive,0.6673
829270728,Positive,1.0
620824660,Positive,0.6706
835041112,Positive,0.6763
676304125,Positive,1.0
406985787,Positive,1.0
655730506,Positive,1.0
463873086,Positive,1.0
618122886,Neutral,0.6645
897691739,Positive,1.0
813707664,Positive,1.0
311366017,Positive,1.0
576534608,Negative,0.3445
463882068,Positive,1.0
200017706,Positive,0.672
940559553,Positive,0.6682
255954133,Positive,1.0
609270343,Positive,0.6709999999999999
575127817,Neutral,0.6684
186421364,Positive,1.0
883042000,Positive,1.0
901725561,Positive,0.6678
693209299,Neutral,0.6709
501713816,Positive,0.6651
783101399,Positive,1.0
491728326,Negative,0.3371
195967645,Positive,0.6789
818823265,Positive,0.6688
747803670,Positive,1.0
322964151,Highly positive,0.3359
322162703,Negative,0.6772
534266353,Positive,0.6653
539302537,Positive,1.0
216838575,Positive,0.6631
673026466,Positive,1.0
548678605,Neutral,0.6599
253597372,Positive,1.0
437339105,Neutral,0.67
399263671,Negative,0.3447
293153480,Neutral,1.0
820986861,Neutral,0.672
205165178,Positive,1.0
922289092,Highly negative,0.6414
427497593,Positive,0.6637
464098785,Positive,1.0
272930915,Negative,1.0
299770530,Positive,0.6651
430742557,Positive,0.3345
273863259,Neutral,0.662
785913644,Neutral,0.3363
200620648,Positive,1.0
295063600,Positive,0.6676
339071819,Positive,0.3426
194456828,Positive,0.3384
223905647,Positive,1.0
584702048,Positive,0.6709
980854415,Positive,0.6681
866373667,Positive,0.6728
589334767,Positive,0.6654
776320363,Positive,0.6739
834492466,Highly negative,0.3377
560680031,Positive,0.6649
382648223,Positive,1.0
865873230,Positive,0.6803
152672659,Positive,1.0
443125557,Neutral,1.0
880722524,Neutral,0.6637
614419503,Positive,0.6738
447925788,Positive,0.6771
846060227,Positive,1.0
